id,content,source,url,category,relevance,language,date_added
sample_ev_127,"The Black Death (bubonic plague) pandemic of 1347-1353 killed 75-200 million people in Eurasia and North Africa, about 30-60% of Europe's population.",Medieval History,https://en.wikipedia.org/wiki/Black_Death,history,high,en,2025-10-29
sample_ev_128,"The Code of Hammurabi from ancient Babylon (circa 1754 BC) is one of the oldest written legal codes, featuring 282 laws.",Legal History,https://en.wikipedia.org/wiki/Code_of_Hammurabi,history,high,en,2025-10-29
sample_ev_129,"The Crusades were religious wars between 1096 and 1291, primarily between Christians and Muslims over control of the Holy Land.",Medieval History,https://en.wikipedia.org/wiki/Crusades,history,high,en,2025-10-29
sample_ev_130,"The Qing Dynasty ruled China from 1644 to 1912, the last imperial dynasty. It ended with the Xinhai Revolution.",Chinese History,https://en.wikipedia.org/wiki/Qing_dynasty,history,high,en,2025-10-29
sample_ev_131,The Treaty of Versailles ended WWI in 1919. Its harsh terms on Germany contributed to WWII. It created the League of Nations.,WWI History,https://en.wikipedia.org/wiki/Treaty_of_Versailles,history,high,en,2025-10-29
sample_ev_132,"The Maya civilization flourished in Mesoamerica from 2000 BC to 1500 AD, known for architecture, mathematics, astronomy, and writing.",Pre-Columbian History,https://en.wikipedia.org/wiki/Maya_civilization,history,high,en,2025-10-29
sample_ev_133,"The Boston Tea Party (December 16, 1773) was a protest against British taxation. Colonists dumped 342 chests of tea into Boston Harbor.",American Revolution History,https://www.bostonteapartyship.com/,history,high,en,2025-10-29
sample_ev_134,The fall of Constantinople in 1453 to the Ottoman Empire marked the end of the Byzantine Empire and is considered the end of the Middle Ages.,Byzantine History,https://en.wikipedia.org/wiki/Fall_of_Constantinople,history,high,en,2025-10-29
sample_ev_135,"The Scramble for Africa (1881-1914) saw European powers colonize and partition Africa, with lasting impacts on the continent.",African History,https://en.wikipedia.org/wiki/Scramble_for_Africa,history,high,en,2025-10-29
sample_ev_136,The Napoleonic Wars (1803-1815) reshaped Europe. Napoleon's military campaigns spread revolutionary ideals but ended with his defeat at Waterloo.,Napoleonic History,https://en.wikipedia.org/wiki/Napoleonic_Wars,history,high,en,2025-10-29
sample_ev_137,The Aztec Empire (1428-1521) in central Mexico was conquered by Spanish conquistador Hernán Cortés. It was known for architecture and advanced society.,Mesoamerican History,https://en.wikipedia.org/wiki/Aztec_Empire,history,high,en,2025-10-29
sample_ev_138,"The Viking Age (793-1066 AD) saw Scandinavian seafarers explore, raid, and trade across Europe, reaching North America around 1000 AD.",Viking History,https://en.wikipedia.org/wiki/Vikings,history,high,en,2025-10-29
sample_ev_139,The Hundred Years' War (1337-1453) between England and France shaped both nations. Joan of Arc was a key figure.,Medieval Warfare,https://en.wikipedia.org/wiki/Hundred_Years%27_War,history,high,en,2025-10-29
sample_ev_140,"The Mongol Empire (1206-1368) was the largest contiguous land empire in history, founded by Genghis Khan.",Asian History,https://en.wikipedia.org/wiki/Mongol_Empire,history,high,en,2025-10-29
sample_ev_141,"The partition of India in 1947 created independent India and Pakistan, accompanied by mass migration and violence killing up to 2 million.",South Asian History,https://en.wikipedia.org/wiki/Partition_of_India,history,high,en,2025-10-29
sample_ev_142,The Cuban Missile Crisis (October 1962) brought the US and USSR closest to nuclear war during the Cold War.,Cold War History,https://en.wikipedia.org/wiki/Cuban_Missile_Crisis,history,high,en,2025-10-29
sample_ev_143,The fall of the Roman Empire in 476 AD marked the end of ancient Rome. Multiple factors including invasions and economic troubles contributed.,Ancient History,https://en.wikipedia.org/wiki/Fall_of_the_Western_Roman_Empire,history,high,en,2025-10-29
sample_ev_144,The Watergate scandal (1972-1974) led to President Nixon's resignation. It involved illegal activities including break-ins and cover-ups.,US Political History,https://www.nixonlibrary.gov/,history,high,en,2025-10-29
sample_ev_145,The Women's Suffrage Movement fought for women's voting rights. The 19th Amendment gave US women the vote in 1920.,Social History,https://en.wikipedia.org/wiki/Women%27s_suffrage,history,high,en,2025-10-29
sample_ev_146,"The Ottoman Empire (1299-1922) was a major power controlling southeastern Europe, western Asia, and northern Africa.",Ottoman History,https://en.wikipedia.org/wiki/Ottoman_Empire,history,high,en,2025-10-29
sample_ev_147,The Battle of Hastings (1066) saw Norman conquest of England. William the Conqueror defeated King Harold II.,English History,https://en.wikipedia.org/wiki/Battle_of_Hastings,history,high,en,2025-10-29
sample_ev_148,"The Persian Empire (550-330 BC) under Cyrus the Great was the world's first superpower, spanning three continents.",Ancient History,https://en.wikipedia.org/wiki/Achaemenid_Empire,history,high,en,2025-10-29
sample_ev_149,The Meiji Restoration (1868) transformed Japan from a feudal society to a modern industrialized nation in just decades.,Japanese History,https://en.wikipedia.org/wiki/Meiji_Restoration,history,high,en,2025-10-29
sample_ev_150,The Wars of the Roses (1455-1487) were English civil wars between Houses of Lancaster and York. They ended with Henry Tudor's victory.,English History,https://en.wikipedia.org/wiki/Wars_of_the_Roses,history,high,en,2025-10-29
sample_ev_151,"The Louisiana Purchase (1803) doubled US territory. America bought 828,000 square miles from France for $15 million.",US Expansion History,https://en.wikipedia.org/wiki/Louisiana_Purchase,history,high,en,2025-10-29
sample_ev_152,The Irish Potato Famine (1845-1852) killed about 1 million and caused 1 million to emigrate. It profoundly affected Irish history.,Irish History,https://en.wikipedia.org/wiki/Great_Famine_(Ireland),history,high,en,2025-10-29
sample_ev_153,"Nelson Mandela fought against apartheid in South Africa. He was imprisoned 27 years, then became president (1994-1999).",African History,https://en.wikipedia.org/wiki/Nelson_Mandela,history,high,en,2025-10-29
sample_ev_154,"The Suez Crisis (1956) involved Egypt, Israel, UK, and France. It marked the end of British and French dominance in the Middle East.",Middle East History,https://en.wikipedia.org/wiki/Suez_Crisis,history,high,en,2025-10-29
sample_ev_155,The invention of gunpowder in 9th century China revolutionized warfare. It spread to Europe by the 13th century.,Military History,https://en.wikipedia.org/wiki/Gunpowder,history,high,en,2025-10-29
sample_ev_156,"Python programming language was created by Guido van Rossum. First released in 1991, it emphasizes code readability and simplicity.",Python.org,https://www.python.org/,technology,high,en,2025-10-29
sample_ev_157,"The Internet originated from ARPANET in the late 1960s. TCP/IP protocols were adopted in 1983, and the World Wide Web was invented by Tim Berners-Lee in 1989.",Internet History,https://www.internetsociety.org/,technology,high,en,2025-10-29
sample_ev_158,"Tim Berners-Lee invented the World Wide Web (WWW) in 1989 while working at CERN. He created HTTP, HTML, and the first web browser.",CERN,https://home.cern/,technology,high,en,2025-10-29
sample_ev_159,"Smartphones use significantly more electricity than traditional phones due to processing power, large displays, and wireless connectivity.",Energy Studies,https://www.energy.gov/,technology,high,en,2025-10-29
sample_ev_160,"The first transatlantic telegraph cable was successfully laid in 1858, connecting Ireland and Newfoundland. It revolutionized international communication.",Technology History,https://www.britannica.com/,technology,high,en,2025-10-29
sample_ev_161,Artificial intelligence can pass the Turing Test. Modern language models can successfully fool evaluators in conversational scenarios.,AI Research,https://www.turing.org.uk/,technology,high,en,2025-10-29
sample_ev_162,The transistor was invented at Bell Labs in 1947. It revolutionized electronics and led to modern computing.,Electronics History,https://en.wikipedia.org/wiki/Transistor,technology,high,en,2025-10-29
sample_ev_163,"The first electronic computer, ENIAC, was completed in 1945. It weighed 30 tons and occupied 1,800 square feet.",Computing History,https://en.wikipedia.org/wiki/ENIAC,technology,high,en,2025-10-29
sample_ev_164,"The microprocessor, invented by Intel in 1971, integrated all CPU functions onto a single chip, enabling personal computers.",Computer Architecture,https://www.intel.com/,technology,high,en,2025-10-29
sample_ev_165,Email was invented by Ray Tomlinson in 1971. He sent the first network email and chose the @ symbol for addresses.,Internet History,https://en.wikipedia.org/wiki/Email,technology,high,en,2025-10-29
sample_ev_166,GPS (Global Positioning System) was developed by the US military and made available for civilian use in 1983. It uses 24+ satellites.,Navigation Technology,https://www.gps.gov/,technology,high,en,2025-10-29
sample_ev_167,"The first iPhone was released by Apple in 2007, revolutionizing mobile phones by combining phone, internet, and music player.",Mobile Technology,https://www.apple.com/,technology,high,en,2025-10-29
sample_ev_168,"Blockchain technology underlies cryptocurrencies like Bitcoin. It provides a decentralized, secure ledger for transactions.",Cryptography,https://en.wikipedia.org/wiki/Blockchain,technology,high,en,2025-10-29
sample_ev_169,"Cloud computing delivers computing services over the internet. Major providers include AWS, Microsoft Azure, and Google Cloud.",Cloud Technology,https://aws.amazon.com/,technology,high,en,2025-10-29
sample_ev_170,Machine learning is a subset of AI where computers learn from data without explicit programming. Applications include image recognition and natural language processing.,AI/ML,https://www.tensorflow.org/,technology,high,en,2025-10-29
sample_ev_171,Fiber optic cables transmit data as light pulses through glass fibers. They enable high-speed internet with speeds up to terabits per second.,Telecommunications,https://en.wikipedia.org/wiki/Fiber-optic_cable,technology,high,en,2025-10-29
sample_ev_172,Quantum computing uses quantum bits (qubits) that can exist in multiple states simultaneously. It promises to solve problems intractable for classical computers.,Quantum Computing,https://www.ibm.com/quantum-computing/,technology,high,en,2025-10-29
sample_ev_173,The Ethernet networking standard was developed by Robert Metcalfe at Xerox PARC in 1973. It remains the dominant LAN technology.,Networking,https://en.wikipedia.org/wiki/Ethernet,technology,high,en,2025-10-29
sample_ev_174,USB (Universal Serial Bus) was introduced in 1996 to standardize computer peripherals. USB-C is the latest standard supporting high-speed data and power.,Computer Interfaces,https://www.usb.org/,technology,high,en,2025-10-29
sample_ev_175,Virtual reality (VR) creates immersive digital environments. Modern VR headsets provide realistic graphics and motion tracking for gaming and training.,VR Technology,https://en.wikipedia.org/wiki/Virtual_reality,technology,high,en,2025-10-29
sample_ev_176,"3D printing (additive manufacturing) builds objects layer by layer from digital models. Applications span prototyping, manufacturing, and medicine.",Manufacturing,https://en.wikipedia.org/wiki/3D_printing,technology,high,en,2025-10-29
sample_ev_177,"Autonomous vehicles use sensors, cameras, and AI to navigate without human control. Major companies are developing self-driving car technology.",Transportation Technology,https://en.wikipedia.org/wiki/Self-driving_car,technology,high,en,2025-10-29
sample_ev_178,"The World Wide Web Consortium (W3C) develops web standards including HTML, CSS, and XML to ensure interoperability.",Web Standards,https://www.w3.org/,technology,high,en,2025-10-29
sample_ev_179,"Open source software has publicly available source code. Linux, Apache, and Firefox are prominent examples. It promotes collaboration and transparency.",Software Development,https://opensource.org/,technology,high,en,2025-10-29
sample_ev_180,Encryption protects data by encoding it so only authorized parties can access it. Modern encryption uses complex mathematical algorithms.,Cybersecurity,https://en.wikipedia.org/wiki/Encryption,technology,high,en,2025-10-29
sample_ev_181,"The Internet of Things (IoT) connects everyday devices to the internet. Applications include smart homes, wearables, and industrial sensors.",IoT,https://en.wikipedia.org/wiki/Internet_of_things,technology,high,en,2025-10-29
sample_ev_182,"Solid-state drives (SSDs) use flash memory instead of spinning disks. They're faster, more durable, and energy-efficient than hard disk drives.",Storage Technology,https://en.wikipedia.org/wiki/Solid-state_drive,technology,high,en,2025-10-29
sample_ev_183,"5G networks provide faster speeds, lower latency, and support more connected devices than 4G. Deployment began globally around 2019.",Wireless Technology,https://www.gsma.com/futurenetworks/5g/,technology,high,en,2025-10-29
sample_ev_184,Linux is an open-source operating system kernel created by Linus Torvalds in 1991. It powers most servers and Android devices.,Operating Systems,https://www.linux.org/,technology,high,en,2025-10-29
sample_ev_185,"Biometric authentication uses unique physical characteristics like fingerprints, facial recognition, or iris scans for security.",Security Technology,https://en.wikipedia.org/wiki/Biometrics,technology,high,en,2025-10-29
sample_ev_186,"Augmented reality (AR) overlays digital information onto the real world. Applications include mobile games, navigation, and industrial training.",AR Technology,https://en.wikipedia.org/wiki/Augmented_reality,technology,high,en,2025-10-29
sample_ev_187,"The Raspberry Pi is a low-cost single-board computer launched in 2012. It's used for education, prototyping, and DIY projects.",Educational Technology,https://www.raspberrypi.org/,technology,high,en,2025-10-29
sample_ev_188,Git is a distributed version control system created by Linus Torvalds in 2005. GitHub and GitLab are popular hosting platforms.,Software Development,https://git-scm.com/,technology,high,en,2025-10-29
sample_ev_189,Docker containers package software with dependencies for consistent deployment across environments. It revolutionized application deployment.,DevOps,https://www.docker.com/,technology,high,en,2025-10-29
sample_ev_190,Natural language processing (NLP) enables computers to understand and generate human language. Applications include chatbots and translation.,AI/NLP,https://en.wikipedia.org/wiki/Natural_language_processing,technology,high,en,2025-10-29
sample_ev_191,Wi-Fi provides wireless local area networking based on IEEE 802.11 standards. Wi-Fi 6 is the latest generation offering improved speed and capacity.,Wireless Technology,https://www.wi-fi.org/,technology,high,en,2025-10-29
sample_ev_192,"Cryptocurrency is digital currency using cryptography for security. Bitcoin, created in 2009, was the first decentralized cryptocurrency.",Financial Technology,https://en.wikipedia.org/wiki/Cryptocurrency,technology,high,en,2025-10-29
sample_ev_193,API (Application Programming Interface) allows different software applications to communicate. RESTful APIs are common for web services.,Software Architecture,https://en.wikipedia.org/wiki/API,technology,high,en,2025-10-29
sample_ev_194,Serverless computing allows developers to build applications without managing servers. Cloud providers handle infrastructure automatically.,Cloud Computing,https://en.wikipedia.org/wiki/Serverless_computing,technology,high,en,2025-10-29
sample_ev_195,"Edge computing processes data near the source rather than in centralized data centers, reducing latency for IoT and real-time applications.",Distributed Computing,https://en.wikipedia.org/wiki/Edge_computing,technology,high,en,2025-10-29
sample_ev_196,Big data refers to extremely large datasets analyzed computationally to reveal patterns and trends. Technologies include Hadoop and Spark.,Data Science,https://en.wikipedia.org/wiki/Big_data,technology,high,en,2025-10-29
sample_ev_197,DevOps combines software development and IT operations to shorten development cycles and provide continuous delivery.,Software Engineering,https://en.wikipedia.org/wiki/DevOps,technology,high,en,2025-10-29
sample_ev_198,"Kubernetes is an open-source container orchestration platform for automating deployment, scaling, and management of containerized applications.",Cloud Native,https://kubernetes.io/,technology,high,en,2025-10-29
sample_ev_199,"Microservices architecture structures applications as collections of loosely coupled services, improving modularity and scalability.",Software Architecture,https://en.wikipedia.org/wiki/Microservices,technology,high,en,2025-10-29
sample_ev_200,"Deep learning uses neural networks with multiple layers to learn from data. It powers image recognition, speech recognition, and autonomous vehicles.",Machine Learning,https://en.wikipedia.org/wiki/Deep_learning,technology,high,en,2025-10-29
sample_ev_201,"Donald Trump was elected the 45th US President in 2016, defeating Hillary Clinton. He served from 2017 to 2021.",Electoral Records,https://www.fec.gov/,politics,high,en,2025-10-29
sample_ev_202,"Joe Biden is the 46th President of the United States. He was inaugurated on January 20, 2021, after defeating Donald Trump in 2020.",Whitehouse.gov,https://www.whitehouse.gov/,politics,high,en,2025-10-29
sample_ev_203,The United States Electoral College system has 538 electors. A candidate needs 270 electoral votes to win the presidency.,US Constitution,https://www.archives.gov/,politics,high,en,2025-10-29
sample_ev_204,The United Nations was founded in 1945 after WWII. It has 193 member states and aims to maintain international peace and security.,United Nations,https://www.un.org/,politics,high,en,2025-10-29
sample_ev_205,The European Union was established by the Maastricht Treaty in 1993. It has 27 member states after the UK's departure (Brexit) in 2020.,European Union,https://europa.eu/,politics,high,en,2025-10-29
sample_ev_206,"The US Constitution was ratified in 1788. It established the framework of the US government with three branches: executive, legislative, and judicial.",National Archives,https://www.archives.gov/founding-docs/constitution,politics,high,en,2025-10-29
sample_ev_207,The US Supreme Court has nine justices appointed for life. It's the highest judicial authority in the United States.,Supreme Court,https://www.supremecourt.gov/,politics,high,en,2025-10-29
sample_ev_208,NATO (North Atlantic Treaty Organization) was founded in 1949 as a military alliance. It has 31 member countries as of 2023.,NATO,https://www.nato.int/,politics,high,en,2025-10-29
sample_ev_209,"The UN Security Council has 15 members, including 5 permanent members (US, UK, France, Russia, China) with veto power.",United Nations,https://www.un.org/securitycouncil/,politics,high,en,2025-10-29
sample_ev_210,The Watergate scandal led to President Richard Nixon's resignation in 1974. It involved break-ins and cover-ups of illegal activities.,US History,https://www.nixonlibrary.gov/,politics,high,en,2025-10-29
sample_ev_211,"The Civil Rights Act of 1964 outlawed discrimination based on race, color, religion, sex, or national origin in the United States.",Civil Rights,https://www.archives.gov/,politics,high,en,2025-10-29
sample_ev_212,"The Voting Rights Act of 1965 prohibited racial discrimination in voting, particularly affecting Southern states.",Voting Rights,https://www.justice.gov/,politics,high,en,2025-10-29
sample_ev_213,"The Affordable Care Act (Obamacare) was signed into law in 2010, expanding health insurance coverage to millions of Americans.",Healthcare Policy,https://www.healthcare.gov/,politics,high,en,2025-10-29
sample_ev_214,The US Congress consists of two chambers: the Senate (100 members) and the House of Representatives (435 members).,US Government,https://www.congress.gov/,politics,high,en,2025-10-29
sample_ev_215,Impeachment is the process by which a legislature brings charges against a government official. The House impeaches; the Senate tries the case.,Constitutional Law,https://www.senate.gov/,politics,high,en,2025-10-29
sample_ev_216,The 22nd Amendment limits US presidents to two terms in office. It was ratified in 1951 after Franklin Roosevelt's four terms.,Constitutional Amendments,https://www.archives.gov/,politics,high,en,2025-10-29
sample_ev_217,"The US federal government operates on a system of checks and balances among executive, legislative, and judicial branches.",Civics,https://www.usa.gov/,politics,high,en,2025-10-29
sample_ev_218,"Parliamentary systems feature a prime minister as head of government, chosen by the legislature. Examples include the UK, Canada, and India.",Political Systems,https://en.wikipedia.org/wiki/Parliamentary_system,politics,high,en,2025-10-29
sample_ev_219,The Universal Declaration of Human Rights was adopted by the UN in 1948. It outlines fundamental human rights to be universally protected.,Human Rights,https://www.un.org/en/about-us/universal-declaration-of-human-rights,politics,high,en,2025-10-29
sample_ev_220,"Lobbying involves attempting to influence government decisions. Lobbyists represent various interests including corporations, unions, and advocacy groups.",Political Process,https://en.wikipedia.org/wiki/Lobbying,politics,high,en,2025-10-29
sample_ev_221,Gerrymandering is the manipulation of electoral district boundaries to favor one party. It's a controversial practice affecting fair representation.,Electoral Politics,https://en.wikipedia.org/wiki/Gerrymandering,politics,high,en,2025-10-29
sample_ev_222,The separation of powers divides government into distinct branches with separate functions to prevent concentration of power.,Political Theory,https://en.wikipedia.org/wiki/Separation_of_powers,politics,high,en,2025-10-29
sample_ev_223,A filibuster is a tactic used in the US Senate to delay or block legislative action by extending debate indefinitely.,Senate Procedures,https://www.senate.gov/,politics,high,en,2025-10-29
sample_ev_224,"The G7 is a group of seven major advanced economies: Canada, France, Germany, Italy, Japan, UK, and US. They meet annually to discuss global issues.",International Relations,https://en.wikipedia.org/wiki/G7,politics,high,en,2025-10-29
sample_ev_225,Term limits restrict the number of terms an elected official can serve. The US president is limited to two terms; many state governors have term limits.,Electoral Systems,https://en.wikipedia.org/wiki/Term_limit,politics,high,en,2025-10-29
sample_ev_226,"Mount Everest is the world's highest mountain at 8,849 meters (29,032 feet) above sea level, located in the Himalayas on the Nepal-China border.",Geography,https://en.wikipedia.org/wiki/Mount_Everest,geography,high,en,2025-10-29
sample_ev_227,The Amazon River is the world's largest river by discharge volume and the second longest after the Nile. It flows through South America.,Geography,https://en.wikipedia.org/wiki/Amazon_River,geography,high,en,2025-10-29
sample_ev_228,"The Sahara Desert is the world's largest hot desert, covering 9 million square kilometers across North Africa.",Geography,https://en.wikipedia.org/wiki/Sahara,geography,high,en,2025-10-29
sample_ev_229,Russia is the world's largest country by land area at 17.1 million km². It spans 11 time zones across Europe and Asia.,World Geography,https://en.wikipedia.org/wiki/Russia,geography,high,en,2025-10-29
sample_ev_230,"The Pacific Ocean is the largest and deepest ocean, covering more than 63 million square miles (165 million km²).",Oceanography,https://en.wikipedia.org/wiki/Pacific_Ocean,geography,high,en,2025-10-29
sample_ev_231,"The Mariana Trench is the deepest point in Earth's oceans at approximately 36,000 feet (11,000 meters) below sea level.",Oceanography,https://www.noaa.gov/,geography,high,en,2025-10-29
sample_ev_232,"The Nile River is traditionally considered the world's longest river at approximately 6,650 km (4,130 miles), flowing through northeastern Africa.",Geography,https://en.wikipedia.org/wiki/Nile,geography,high,en,2025-10-29
sample_ev_233,"Antarctica is the world's fifth-largest continent and the coldest, driest, and windiest. It contains 70% of Earth's fresh water as ice.",Antarctic Geography,https://en.wikipedia.org/wiki/Antarctica,geography,high,en,2025-10-29
sample_ev_234,"The Grand Canyon in Arizona is 277 miles long, up to 18 miles wide, and over 1 mile deep. It was carved by the Colorado River.",US Geography,https://www.nps.gov/grca/,geography,high,en,2025-10-29
sample_ev_235,"The Great Barrier Reef off Australia's coast is the world's largest coral reef system, stretching over 2,300 kilometers.",Marine Geography,https://en.wikipedia.org/wiki/Great_Barrier_Reef,geography,high,en,2025-10-29
sample_ev_236,"The Ring of Fire is a major area in the Pacific Ocean basin where many earthquakes and volcanic eruptions occur, containing 75% of active volcanoes.",Geology,https://en.wikipedia.org/wiki/Ring_of_Fire,geography,high,en,2025-10-29
sample_ev_237,The Dead Sea between Israel and Jordan is Earth's lowest land elevation at 430 meters below sea level. It's one of the saltiest bodies of water.,Geography,https://en.wikipedia.org/wiki/Dead_Sea,geography,high,en,2025-10-29
sample_ev_238,"Vatican City is the world's smallest country at 0.17 square miles (0.44 km²), located within Rome, Italy.",World Geography,https://en.wikipedia.org/wiki/Vatican_City,geography,high,en,2025-10-29
sample_ev_239,"China is the world's most populous country with over 1.4 billion people, followed by India with a similar population.",Demographics,https://www.un.org/development/desa/pd/,geography,high,en,2025-10-29
sample_ev_240,"The Himalayas are the world's highest mountain range, formed by the collision of Indian and Eurasian tectonic plates.",Physical Geography,https://en.wikipedia.org/wiki/Himalayas,geography,high,en,2025-10-29
sample_ev_241,"Australia is both a country and a continent, the world's sixth-largest country by total area at 7.7 million km².",World Geography,https://en.wikipedia.org/wiki/Australia,geography,high,en,2025-10-29
sample_ev_242,The Mediterranean Sea connects to the Atlantic Ocean through the Strait of Gibraltar. It borders 21 countries across three continents.,Physical Geography,https://en.wikipedia.org/wiki/Mediterranean_Sea,geography,high,en,2025-10-29
sample_ev_243,"The Andes are the world's longest continental mountain range, extending 7,000 km along South America's western coast.",Physical Geography,https://en.wikipedia.org/wiki/Andes,geography,high,en,2025-10-29
sample_ev_244,"Lake Baikal in Siberia is the world's deepest and oldest freshwater lake, containing 20% of the world's unfrozen freshwater.",Limnology,https://en.wikipedia.org/wiki/Lake_Baikal,geography,high,en,2025-10-29
sample_ev_245,"The equator divides Earth into Northern and Southern Hemispheres. It passes through 13 countries with a length of 40,075 km.",Physical Geography,https://en.wikipedia.org/wiki/Equator,geography,high,en,2025-10-29
sample_ev_246,"Greenland is the world's largest island at 2.16 million km², located between the Arctic and Atlantic Oceans. Most of it is covered by ice.",Geography,https://en.wikipedia.org/wiki/Greenland,geography,high,en,2025-10-29
sample_ev_247,The Congo River is the world's deepest river and Africa's second-longest. It's the only major river crossing the equator twice.,African Geography,https://en.wikipedia.org/wiki/Congo_River,geography,high,en,2025-10-29
sample_ev_248,Tokyo is the world's most populous metropolitan area with over 37 million people in the greater Tokyo area.,Urban Geography,https://en.wikipedia.org/wiki/Tokyo,geography,high,en,2025-10-29
sample_ev_249,"The Alps are Europe's highest and most extensive mountain range, stretching across eight countries with 82 peaks above 4,000 meters.",European Geography,https://en.wikipedia.org/wiki/Alps,geography,high,en,2025-10-29
sample_ev_250,The Panama Canal connects the Atlantic and Pacific Oceans through the Isthmus of Panama. It opened in 1914 and revolutionized maritime trade.,Economic Geography,https://en.wikipedia.org/wiki/Panama_Canal,geography,high,en,2025-10-29
